Customer_ID,Customer_Name,Order_Date,Amount,Product_Service,Channel
C00002,휱ト0002,2025-04-24,"14,834",Add-on: Analytics,Marketplace
C00194,휱ト0194,2025-05-22,"37,160",Add-on: Analytics,Referral
C00035,휱ト0035,2025-05-13,"22,906",Basic Plan,Online
C00003,휱ト0003,2025-01-25,"3,893",Basic Plan,Direct
C00082,휱ト0082,2025-11-18,"25,969",Enterprise Plan,Marketplace
C00085,휱ト0085,2025-02-24,"32,479",Training,Direct
C00111,휱ト0111,2025-03-23,"15,804",Add-on: Support,Referral
C00061,휱ト0061,2025-03-28,516,Pro Plan,Direct
C00091,휱ト0091,2025-06-27,"48,365",Pro Plan,Marketplace
C00023,휱ト0023,2025-11-10,"7,769",Enterprise Plan,Marketplace
C00042,휱ト0042,2025-03-21,"43,044",Basic Plan,Marketplace
C00016,휱ト0016,2025-10-13,"1,674",Pro Plan,Marketplace
C00100,휱ト0100,2025-05-09,"39,623",Implementation,Direct
C00075,휱ト0075,2025-10-22,"5,357",Training,Partner
C00057,휱ト0057,2025-08-06,"7,555",Training,Direct
C00058,휱ト0058,2025-01-28,"30,029",Maintenance,Referral
C00003,휱ト0003,2025-10-13,"11,865",Pro Plan,Referral
C00086,휱ト0086,2025-08-15,"13,873",Pro Plan,Referral
C00132,휱ト0132,2025-07-21,"24,539",Basic Plan,Partner
C00161,휱ト0161,2025-12-09,"24,985",Consulting,Online
C00113,휱ト0113,2025-02-17,"4,183",Basic Plan,Referral
C00042,휱ト0042,2025-06-02,"45,384",Add-on: Analytics,Referral
C00105,휱ト0105,2025-08-08,"17,977",Basic Plan,Event
C00053,휱ト0053,2025-05-04,"30,201",Basic Plan,Direct
C00141,휱ト0141,2025-09-02,"29,723",Enterprise Plan,Partner
C00123,휱ト0123,2025-05-31,"8,673",Pro Plan,Event
C00161,휱ト0161,2025-10-15,"31,928",Enterprise Plan,Referral
C00013,휱ト0013,2025-06-21,"8,552",Pro Plan,Referral
C00075,휱ト0075,2025-07-27,"1,523",Maintenance,Online
C00105,휱ト0105,2025-02-06,"34,120",Consulting,Marketplace
C00120,휱ト0120,2025-09-24,"33,232",Add-on: Analytics,Event
C00106,휱ト0106,2025-11-13,"36,849",Add-on: Support,Partner
C00060,휱ト0060,2025-10-12,"37,462",Add-on: Support,Direct
C00026,휱ト0026,2025-03-07,"37,994",Training,Online
C00032,휱ト0032,2025-10-28,"22,504",Maintenance,Marketplace
C00091,휱ト0091,2025-08-14,"34,982",Maintenance,Referral
C00105,휱ト0105,2025-10-07,"13,387",Maintenance,Partner
C00056,휱ト0056,2025-04-13,"16,087",Basic Plan,Marketplace
C00082,휱ト0082,2025-02-20,"31,603",Enterprise Plan,Marketplace
C00075,휱ト0075,2025-09-25,"21,128",Pro Plan,Referral
C00133,휱ト0133,2025-02-16,"37,408",Pro Plan,Online
C00176,휱ト0176,2025-07-07,"7,578",Training,Online
C00044,휱ト0044,2025-03-08,"5,866",Add-on: Support,Marketplace
C00043,휱ト0043,2025-05-19,"44,116",Training,Marketplace
C00081,휱ト0081,2025-12-13,"40,397",Enterprise Plan,Direct
C00106,휱ト0106,2025-03-12,"12,149",Add-on: Support,Direct
C00178,휱ト0178,2025-11-27,"2,957",Basic Plan,Referral
C00129,휱ト0129,2025-10-08,"2,868",Maintenance,Direct
C00138,휱ト0138,2025-03-22,"39,983",Training,Online
C00130,휱ト0130,2025-03-05,"17,691",Basic Plan,Direct
C00120,휱ト0120,2025-10-11,"16,348",Maintenance,Marketplace
C00028,휱ト0028,2025-08-02,"3,229",Basic Plan,Partner
C00062,휱ト0062,2025-04-09,"22,623",Add-on: Analytics,Online
C00111,휱ト0111,2025-01-23,"14,909",Enterprise Plan,Direct
C00158,휱ト0158,2025-03-29,"41,648",Add-on: Analytics,Online
C00137,휱ト0137,2025-10-01,"18,412",Consulting,Event
C00114,휱ト0114,2025-08-31,"42,663",Consulting,Event
C00006,휱ト0006,2025-03-24,"35,470",Basic Plan,Online
C00093,휱ト0093,2025-07-24,"43,672",Basic Plan,Event
C00069,휱ト0069,2025-08-20,"6,813",Training,Event
C00064,휱ト0064,2025-04-23,"8,939",Add-on: Analytics,Direct
C00126,휱ト0126,2025-08-20,"29,073",Add-on: Support,Direct
C00033,휱ト0033,2025-07-26,"21,243",Consulting,Partner
C00012,휱ト0012,2025-04-21,"25,198",Add-on: Support,Online
C00129,휱ト0129,2025-02-23,"35,969",Consulting,Marketplace
C00080,휱ト0080,2025-10-02,"48,021",Training,Referral
C00185,휱ト0185,2025-07-02,"9,925",Pro Plan,Partner
C00170,휱ト0170,2025-11-24,"38,126",Implementation,Direct
C00008,휱ト0008,2025-09-29,"2,884",Enterprise Plan,Marketplace
C00071,휱ト0071,2025-02-23,"17,038",Maintenance,Partner
C00198,휱ト0198,2025-08-14,"3,102",Basic Plan,Partner
C00030,휱ト0030,2025-05-02,"9,356",Pro Plan,Event
C00143,휱ト0143,2025-08-21,"16,730",Enterprise Plan,Referral
C00139,휱ト0139,2025-12-11,"18,341",Enterprise Plan,Online
C00011,휱ト0011,2025-11-01,"9,563",Add-on: Support,Marketplace
C00142,휱ト0142,2025-05-25,"8,378",Pro Plan,Event
C00111,휱ト0111,2025-05-10,"14,089",Basic Plan,Event
C00009,휱ト0009,2025-09-13,"16,869",Add-on: Support,Event
C00007,휱ト0007,2025-01-04,"31,110",Maintenance,Marketplace
C00093,휱ト0093,2025-03-20,"29,909",Add-on: Analytics,Marketplace
C00169,휱ト0169,2025-02-09,"16,872",Add-on: Analytics,Partner
C00172,휱ト0172,2025-12-14,"35,125",Add-on: Support,Referral
C00074,휱ト0074,2025-06-02,"46,811",Enterprise Plan,Online
C00165,휱ト0165,2025-09-24,"42,535",Enterprise Plan,Event
C00084,휱ト0084,2025-09-25,"38,459",Maintenance,Online
C00156,휱ト0156,2025-05-21,"11,456",Consulting,Event
C00052,휱ト0052,2025-07-26,"2,594",Add-on: Analytics,Marketplace
C00089,휱ト0089,2025-10-20,"43,192",Add-on: Support,Direct
C00172,휱ト0172,2025-01-12,"32,454",Consulting,Partner
C00028,휱ト0028,2025-09-29,"6,263",Implementation,Direct
C00095,휱ト0095,2025-10-11,"6,082",Training,Online
C00018,휱ト0018,2025-11-19,"10,350",Basic Plan,Online
C00148,휱ト0148,2025-08-10,"41,775",Pro Plan,Referral
C00001,휱ト0001,2025-09-14,"26,782",Add-on: Support,Event
C00172,휱ト0172,2025-09-16,"49,277",Consulting,Partner
C00185,휱ト0185,2025-09-05,"12,472",Basic Plan,Referral
C00146,휱ト0146,2025-11-03,"6,548",Add-on: Analytics,Online
C00005,휱ト0005,2025-03-30,"34,829",Add-on: Analytics,Direct
C00116,휱ト0116,2025-01-11,"47,393",Maintenance,Direct
C00199,휱ト0199,2025-05-19,"35,699",Add-on: Analytics,Online
C00024,휱ト0024,2025-07-01,"11,840",Training,Online
C00162,휱ト0162,2025-05-22,"25,463",Training,Online
C00068,휱ト0068,2025-10-01,"39,241",Add-on: Support,Referral
C00014,휱ト0014,2025-10-24,"8,804",Pro Plan,Marketplace
C00017,휱ト0017,2025-07-15,"28,150",Enterprise Plan,Direct
C00018,휱ト0018,2025-04-21,"3,728",Add-on: Support,Direct
C00041,휱ト0041,2025-10-23,"46,191",Pro Plan,Marketplace
C00122,휱ト0122,2025-02-05,"33,191",Training,Marketplace
C00029,휱ト0029,2025-09-22,"1,311",Basic Plan,Partner
C00013,휱ト0013,2025-10-08,"31,300",Implementation,Referral
C00022,휱ト0022,2025-07-01,"36,272",Enterprise Plan,Direct
C00129,휱ト0129,2025-07-16,"9,658",Training,Partner
C00067,휱ト0067,2025-06-24,"38,124",Pro Plan,Direct
C00116,휱ト0116,2025-12-10,"19,195",Consulting,Referral
C00173,휱ト0173,2025-10-26,"25,573",Pro Plan,Online
C00178,휱ト0178,2025-03-10,"45,784",Add-on: Analytics,Online
C00040,휱ト0040,2025-01-18,"18,308",Training,Referral
C00030,휱ト0030,2025-11-10,"44,625",Add-on: Support,Direct
C00073,휱ト0073,2025-04-19,"40,682",Maintenance,Event
C00168,휱ト0168,2025-01-02,"45,608",Basic Plan,Marketplace
C00039,휱ト0039,2025-08-06,"4,109",Add-on: Support,Partner
C00114,휱ト0114,2025-08-07,"15,482",Add-on: Analytics,Partner
C00019,휱ト0019,2025-02-28,"41,271",Add-on: Support,Partner
C00121,휱ト0121,2025-05-09,"19,279",Consulting,Direct
C00163,휱ト0163,2025-03-29,"40,557",Add-on: Support,Event
C00200,휱ト0200,2025-02-16,"25,122",Training,Partner
C00140,휱ト0140,2025-07-03,"26,172",Implementation,Direct
C00132,휱ト0132,2025-06-25,"41,848",Basic Plan,Event
C00141,휱ト0141,2025-11-19,"40,723",Implementation,Online
C00134,휱ト0134,2025-03-22,"6,405",Maintenance,Partner
C00099,휱ト0099,2025-08-23,"43,974",Consulting,Marketplace
C00103,휱ト0103,2025-04-21,"31,543",Basic Plan,Partner
C00162,휱ト0162,2025-10-06,"20,708",Maintenance,Referral
C00197,휱ト0197,2025-01-20,"31,531",Pro Plan,Partner
C00183,휱ト0183,2025-10-11,"5,527",Implementation,Partner
C00098,휱ト0098,2025-10-02,"20,878",Maintenance,Online
C00172,휱ト0172,2025-07-14,"4,821",Pro Plan,Online
C00075,휱ト0075,2025-10-06,"38,864",Add-on: Analytics,Partner
C00120,휱ト0120,2025-07-12,"25,382",Consulting,Referral
C00063,휱ト0063,2025-07-01,"11,009",Pro Plan,Referral
C00067,휱ト0067,2025-03-31,"38,716",Maintenance,Partner
C00191,휱ト0191,2025-06-20,"6,892",Add-on: Support,Referral
C00114,휱ト0114,2025-08-21,"18,111",Add-on: Analytics,Marketplace
C00032,휱ト0032,2025-05-23,"41,422",Basic Plan,Partner
C00030,휱ト0030,2025-10-28,"8,363",Enterprise Plan,Event
C00142,휱ト0142,2025-10-10,"17,257",Maintenance,Partner
C00185,휱ト0185,2025-07-23,"41,182",Training,Direct
C00046,휱ト0046,2025-12-16,"23,394",Maintenance,Referral
C00047,휱ト0047,2025-10-18,"33,715",Pro Plan,Event
C00170,휱ト0170,2025-03-24,"20,020",Pro Plan,Event
C00136,휱ト0136,2025-05-15,"10,599",Maintenance,Referral
C00034,휱ト0034,2025-02-10,"12,950",Pro Plan,Event
C00190,휱ト0190,2025-05-11,"20,442",Training,Marketplace
C00142,휱ト0142,2025-01-11,"49,216",Add-on: Analytics,Direct
C00031,휱ト0031,2025-01-08,"23,476",Add-on: Support,Online
C00179,휱ト0179,2025-06-06,"31,263",Consulting,Partner
C00141,휱ト0141,2025-04-26,"21,554",Add-on: Support,Direct
C00019,휱ト0019,2025-07-21,"24,375",Implementation,Referral
C00123,휱ト0123,2025-06-02,"30,753",Consulting,Online
C00189,휱ト0189,2025-06-19,"18,869",Consulting,Direct
C00148,휱ト0148,2025-08-22,"7,988",Maintenance,Referral
C00119,휱ト0119,2025-11-01,"27,130",Consulting,Direct
C00096,휱ト0096,2025-05-21,"47,293",Implementation,Marketplace
C00058,휱ト0058,2025-07-11,"8,146",Add-on: Support,Referral
C00075,휱ト0075,2025-03-09,"22,718",Enterprise Plan,Online
C00186,휱ト0186,2025-04-15,"17,130",Consulting,Event
C00054,휱ト0054,2025-05-25,"42,197",Maintenance,Marketplace
C00110,휱ト0110,2025-09-01,"39,637",Implementation,Referral
C00108,휱ト0108,2025-04-10,"8,856",Maintenance,Partner
C00042,휱ト0042,2025-03-22,"39,377",Basic Plan,Marketplace
C00149,휱ト0149,2025-10-17,"35,834",Implementation,Direct
C00110,휱ト0110,2025-07-20,"3,891",Pro Plan,Direct
C00002,휱ト0002,2025-01-05,"1,962",Enterprise Plan,Direct
C00140,휱ト0140,2025-09-28,"40,726",Training,Direct
C00057,휱ト0057,2025-09-11,"44,080",Implementation,Event
C00176,휱ト0176,2025-09-09,"17,560",Pro Plan,Partner
C00149,휱ト0149,2025-10-27,"47,156",Add-on: Support,Event
C00137,휱ト0137,2025-11-14,"27,133",Add-on: Support,Marketplace
C00068,휱ト0068,2025-03-19,"49,453",Pro Plan,Partner
C00162,휱ト0162,2025-07-20,"46,724",Add-on: Support,Direct
C00041,휱ト0041,2025-09-17,"29,637",Maintenance,Event
C00097,휱ト0097,2025-04-29,"37,931",Pro Plan,Event
C00026,휱ト0026,2025-05-16,"42,096",Pro Plan,Referral
C00161,휱ト0161,2025-12-25,"35,835",Basic Plan,Marketplace
C00094,휱ト0094,2025-12-08,"2,712",Implementation,Marketplace
C00028,휱ト0028,2025-10-21,"48,686",Add-on: Analytics,Online
C00128,휱ト0128,2025-10-28,"17,541",Add-on: Support,Partner
C00135,휱ト0135,2025-12-15,"10,061",Pro Plan,Event
C00021,휱ト0021,2025-01-27,"34,948",Enterprise Plan,Partner
C00142,휱ト0142,2025-08-28,"19,519",Training,Online
C00079,휱ト0079,2025-10-30,"36,863",Maintenance,Event
C00139,휱ト0139,2025-12-04,"2,116",Maintenance,Online
C00083,휱ト0083,2025-06-28,"6,750",Maintenance,Online
C00065,휱ト0065,2025-01-03,"33,486",Maintenance,Marketplace
C00100,휱ト0100,2025-10-03,"22,570",Consulting,Partner
C00197,휱ト0197,2025-08-20,"47,523",Maintenance,Direct
C00040,휱ト0040,2025-10-24,"16,244",Add-on: Analytics,Online
C00168,휱ト0168,2025-10-12,"13,470",Basic Plan,Referral
C00164,휱ト0164,2025-03-21,"12,470",Add-on: Support,Partner
C00066,휱ト0066,2025-11-03,"43,447",Training,Partner
C00102,휱ト0102,2025-06-06,"15,558",Enterprise Plan,Event
C00185,휱ト0185,2025-11-28,"4,630",Training,Partner
C00183,휱ト0183,2025-01-21,"40,753",Pro Plan,Event
C00034,휱ト0034,2025-07-11,"46,222",Pro Plan,Marketplace
C00108,휱ト0108,2025-12-27,"9,799",Add-on: Support,Online
C00184,휱ト0184,2025-07-11,"43,279",Implementation,Referral
C00037,휱ト0037,2025-09-15,"18,031",Consulting,Direct
C00181,휱ト0181,2025-10-17,"33,182",Implementation,Referral
C00145,휱ト0145,2025-07-28,"25,381",Enterprise Plan,Event
C00059,휱ト0059,2025-11-08,"10,254",Implementation,Partner
C00028,휱ト0028,2025-04-05,"27,733",Consulting,Marketplace
C00178,휱ト0178,2025-02-27,"35,059",Implementation,Partner
C00173,휱ト0173,2025-05-27,"6,214",Add-on: Analytics,Partner
C00105,휱ト0105,2025-03-30,"33,739",Pro Plan,Direct
C00089,휱ト0089,2025-11-06,"29,390",Basic Plan,Referral
C00037,휱ト0037,2025-07-10,"36,580",Consulting,Marketplace
C00185,휱ト0185,2025-01-17,"4,703",Add-on: Analytics,Partner
C00196,휱ト0196,2025-09-05,"13,302",Enterprise Plan,Partner
C00052,휱ト0052,2025-01-06,"48,524",Add-on: Support,Partner
C00171,휱ト0171,2025-08-02,"31,846",Implementation,Online
C00065,휱ト0065,2025-02-04,"47,059",Consulting,Marketplace
C00011,휱ト0011,2025-08-04,"32,528",Consulting,Marketplace
C00144,휱ト0144,2025-03-17,"49,965",Basic Plan,Online
C00155,휱ト0155,2025-09-01,"20,788",Implementation,Partner
C00014,휱ト0014,2025-08-10,"29,580",Add-on: Support,Direct
C00005,휱ト0005,2025-06-13,"16,757",Add-on: Support,Marketplace
C00175,휱ト0175,2025-08-08,"8,808",Pro Plan,Online
C00196,휱ト0196,2025-11-27,"27,297",Enterprise Plan,Marketplace
C00009,휱ト0009,2025-11-11,"15,095",Consulting,Online
C00020,휱ト0020,2025-06-30,"3,524",Implementation,Direct
C00079,휱ト0079,2025-04-17,"29,102",Pro Plan,Direct
C00071,휱ト0071,2025-07-17,"45,468",Add-on: Support,Partner
C00063,휱ト0063,2025-11-09,"20,382",Enterprise Plan,Online
C00178,휱ト0178,2025-05-09,"4,888",Add-on: Support,Direct
C00071,휱ト0071,2025-10-23,809,Maintenance,Referral
C00160,휱ト0160,2025-12-26,"23,281",Pro Plan,Online
C00145,휱ト0145,2025-09-10,"28,208",Consulting,Event
C00061,휱ト0061,2025-08-07,"20,870",Add-on: Analytics,Direct
C00066,휱ト0066,2025-03-08,"36,478",Add-on: Support,Referral
C00118,휱ト0118,2025-07-18,"45,140",Basic Plan,Direct
C00043,휱ト0043,2025-07-22,"48,171",Pro Plan,Event
C00043,휱ト0043,2025-10-16,"3,464",Consulting,Referral
C00128,휱ト0128,2025-03-16,"15,122",Basic Plan,Event
C00137,휱ト0137,2025-12-07,"44,803",Basic Plan,Partner
C00130,휱ト0130,2025-04-29,"10,901",Pro Plan,Referral
C00155,휱ト0155,2025-05-29,"28,624",Training,Event
C00140,휱ト0140,2025-11-27,"26,432",Training,Partner
C00059,휱ト0059,2025-10-15,"14,250",Add-on: Support,Online
C00047,휱ト0047,2025-03-06,"17,579",Implementation,Marketplace
C00046,휱ト0046,2025-07-25,"47,358",Implementation,Referral
C00074,휱ト0074,2025-02-10,"41,675",Add-on: Support,Direct
C00164,휱ト0164,2025-02-17,"24,335",Maintenance,Direct
C00150,휱ト0150,2025-10-19,"32,772",Maintenance,Direct
C00001,휱ト0001,2025-04-18,"13,352",Basic Plan,Event
C00025,휱ト0025,2025-06-20,"33,280",Add-on: Support,Marketplace
C00103,휱ト0103,2025-09-05,"42,512",Add-on: Analytics,Partner
C00088,휱ト0088,2025-02-18,973,Enterprise Plan,Marketplace
C00113,휱ト0113,2025-04-09,"28,506",Add-on: Support,Referral
C00130,휱ト0130,2025-11-25,"28,108",Consulting,Referral
C00114,휱ト0114,2025-07-12,"28,534",Add-on: Support,Marketplace
C00159,휱ト0159,2025-04-06,"13,702",Training,Online
C00039,휱ト0039,2025-12-11,"24,322",Training,Partner
C00140,휱ト0140,2025-07-21,"33,843",Training,Referral
C00092,휱ト0092,2025-10-23,"10,746",Consulting,Partner
C00117,휱ト0117,2025-10-28,"42,732",Basic Plan,Event
C00156,휱ト0156,2025-06-24,"24,279",Enterprise Plan,Referral
C00159,휱ト0159,2025-06-12,"7,835",Add-on: Support,Partner
C00092,휱ト0092,2025-08-11,"23,191",Pro Plan,Event
C00042,휱ト0042,2025-07-09,"31,701",Implementation,Partner
C00040,휱ト0040,2025-08-18,"12,578",Add-on: Support,Marketplace
C00037,휱ト0037,2025-02-22,"48,221",Add-on: Support,Partner
C00063,휱ト0063,2025-09-10,"13,598",Add-on: Support,Referral
C00079,휱ト0079,2025-02-06,"41,172",Maintenance,Direct
C00164,휱ト0164,2025-12-25,"22,230",Enterprise Plan,Direct
C00133,휱ト0133,2025-08-11,"33,518",Add-on: Support,Referral
C00150,휱ト0150,2025-10-18,444,Enterprise Plan,Online
C00192,휱ト0192,2025-10-23,"41,047",Add-on: Analytics,Direct
C00101,휱ト0101,2025-08-09,"24,724",Implementation,Event
C00133,휱ト0133,2025-08-01,"49,580",Add-on: Analytics,Event
C00176,휱ト0176,2025-06-12,"32,926",Implementation,Direct
C00032,휱ト0032,2025-11-05,"16,883",Maintenance,Online
C00118,휱ト0118,2025-09-02,"24,775",Training,Marketplace
C00119,휱ト0119,2025-02-06,"13,561",Add-on: Analytics,Marketplace
C00097,휱ト0097,2025-04-02,"45,814",Implementation,Referral
C00094,휱ト0094,2025-07-11,"33,455",Add-on: Support,Direct
C00012,휱ト0012,2025-12-08,"41,145",Training,Direct
C00127,휱ト0127,2025-10-24,"49,151",Training,Referral
C00199,휱ト0199,2025-06-26,"49,195",Implementation,Marketplace
C00016,휱ト0016,2025-05-29,"27,939",Training,Event
C00150,휱ト0150,2025-10-19,"2,155",Training,Referral
C00168,휱ト0168,2025-04-08,"30,284",Implementation,Marketplace
C00102,휱ト0102,2025-05-14,"21,727",Enterprise Plan,Partner
C00074,휱ト0074,2025-02-12,"38,715",Enterprise Plan,Marketplace
C00149,휱ト0149,2025-03-14,"1,502",Implementation,Partner
C00088,휱ト0088,2025-02-23,"13,479",Pro Plan,Direct
C00029,휱ト0029,2025-02-07,"34,768",Training,Online
C00178,휱ト0178,2025-10-15,"22,422",Maintenance,Referral
C00083,휱ト0083,2025-08-13,"35,808",Consulting,Partner
C00131,휱ト0131,2025-06-15,"34,523",Add-on: Analytics,Partner
C00172,휱ト0172,2025-10-20,"2,619",Training,Partner
C00075,휱ト0075,2025-02-26,"29,906",Enterprise Plan,Direct
C00009,휱ト0009,2025-05-20,"45,893",Maintenance,Marketplace
C00038,휱ト0038,2025-08-20,"42,756",Training,Online
C00172,휱ト0172,2025-04-21,"31,832",Add-on: Support,Partner
C00152,휱ト0152,2025-05-27,"39,964",Implementation,Referral
C00177,휱ト0177,2025-01-06,"18,091",Implementation,Referral
C00146,휱ト0146,2025-03-24,"19,462",Pro Plan,Direct
C00134,휱ト0134,2025-07-27,"42,760",Basic Plan,Marketplace
C00033,휱ト0033,2025-04-26,"17,398",Enterprise Plan,Referral
C00040,휱ト0040,2025-05-01,"36,623",Enterprise Plan,Event
C00044,휱ト0044,2025-04-21,"30,599",Basic Plan,Direct
C00127,휱ト0127,2025-06-08,"32,590",Maintenance,Direct
C00062,휱ト0062,2025-05-28,"44,839",Enterprise Plan,Marketplace
C00089,휱ト0089,2025-07-02,"8,336",Training,Direct
C00058,휱ト0058,2025-09-14,"3,767",Implementation,Direct
C00082,휱ト0082,2025-10-27,"14,956",Pro Plan,Referral
C00125,휱ト0125,2025-11-18,"7,677",Maintenance,Partner
C00103,휱ト0103,2025-05-31,"24,972",Add-on: Analytics,Direct
C00150,휱ト0150,2025-08-30,"30,360",Basic Plan,Event
C00150,휱ト0150,2025-02-06,"4,183",Pro Plan,Partner
C00142,휱ト0142,2025-10-30,"21,893",Add-on: Analytics,Referral
C00082,휱ト0082,2025-02-28,"27,687",Add-on: Support,Online
C00154,휱ト0154,2025-02-01,"30,181",Consulting,Online
C00140,휱ト0140,2025-05-18,"21,663",Training,Online
C00174,휱ト0174,2025-06-10,"43,170",Consulting,Online
C00153,휱ト0153,2025-03-02,"32,876",Maintenance,Marketplace
C00029,휱ト0029,2025-01-30,399,Enterprise Plan,Event
C00101,휱ト0101,2025-11-25,"14,979",Maintenance,Event
C00062,휱ト0062,2025-06-24,547,Pro Plan,Direct
C00147,휱ト0147,2025-05-18,"46,025",Pro Plan,Marketplace
C00195,휱ト0195,2025-09-28,"1,905",Basic Plan,Direct
C00186,휱ト0186,2025-12-03,"8,510",Add-on: Analytics,Referral
C00119,휱ト0119,2025-01-04,"24,814",Implementation,Direct
C00141,휱ト0141,2025-12-27,"12,622",Add-on: Analytics,Partner
C00015,휱ト0015,2025-07-16,"16,606",Pro Plan,Online
C00048,휱ト0048,2025-08-11,"39,682",Pro Plan,Partner
C00166,휱ト0166,2025-11-26,"19,256",Add-on: Analytics,Direct
C00178,휱ト0178,2025-03-24,"22,871",Training,Partner
C00042,휱ト0042,2025-02-21,"42,713",Enterprise Plan,Marketplace
C00186,휱ト0186,2025-11-27,"32,902",Enterprise Plan,Direct
C00091,휱ト0091,2025-04-13,"14,150",Add-on: Analytics,Event
C00138,휱ト0138,2025-04-22,"20,110",Training,Event
C00027,휱ト0027,2025-06-13,"48,585",Implementation,Online
C00087,휱ト0087,2025-06-11,"34,066",Enterprise Plan,Referral
C00050,휱ト0050,2025-02-23,"8,701",Implementation,Online
C00069,휱ト0069,2025-11-27,"42,572",Consulting,Referral
C00056,휱ト0056,2025-12-23,"22,635",Add-on: Support,Marketplace
C00186,휱ト0186,2025-08-18,"45,418",Add-on: Analytics,Partner
C00172,휱ト0172,2025-08-23,"2,044",Add-on: Analytics,Partner
C00199,휱ト0199,2025-06-05,"4,244",Implementation,Event
C00165,휱ト0165,2025-09-08,"33,763",Pro Plan,Marketplace
C00166,휱ト0166,2025-08-19,"43,507",Enterprise Plan,Event
C00157,휱ト0157,2025-07-03,"14,759",Add-on: Analytics,Partner
C00065,휱ト0065,2025-09-16,"20,744",Enterprise Plan,Direct
C00087,휱ト0087,2025-07-21,"38,942",Basic Plan,Marketplace
C00014,휱ト0014,2025-06-06,"3,705",Basic Plan,Marketplace
C00014,휱ト0014,2025-09-15,"4,631",Add-on: Analytics,Direct
C00068,휱ト0068,2025-06-16,"11,741",Maintenance,Online
C00043,휱ト0043,2025-08-04,"7,462",Training,Referral
C00165,휱ト0165,2025-05-24,"14,082",Consulting,Event
C00143,휱ト0143,2025-12-22,"21,128",Training,Marketplace
C00137,휱ト0137,2025-07-16,"8,567",Training,Online
C00134,휱ト0134,2025-06-06,"31,441",Implementation,Marketplace
C00120,휱ト0120,2025-08-14,"24,721",Maintenance,Partner
C00068,휱ト0068,2025-04-20,"3,234",Enterprise Plan,Direct
C00148,휱ト0148,2025-03-08,"28,461",Consulting,Partner
C00035,휱ト0035,2025-06-23,"43,412",Consulting,Direct
C00102,휱ト0102,2025-01-19,"23,894",Basic Plan,Online
C00087,휱ト0087,2025-01-28,"43,902",Add-on: Analytics,Marketplace
C00188,휱ト0188,2025-03-12,"19,685",Consulting,Event
C00089,휱ト0089,2025-01-11,"36,542",Add-on: Analytics,Partner
C00042,휱ト0042,2025-12-22,"6,883",Pro Plan,Referral
C00100,휱ト0100,2025-02-04,"24,676",Add-on: Analytics,Online
C00143,휱ト0143,2025-06-07,"18,913",Basic Plan,Event
C00003,휱ト0003,2025-10-27,"16,880",Implementation,Direct
C00183,휱ト0183,2025-01-15,"10,323",Enterprise Plan,Partner
C00146,휱ト0146,2025-09-07,"31,809",Add-on: Analytics,Online
C00093,휱ト0093,2025-05-04,"44,846",Basic Plan,Partner
C00140,휱ト0140,2025-04-16,"7,540",Consulting,Referral
C00150,휱ト0150,2025-04-18,"4,472",Add-on: Support,Referral
C00035,휱ト0035,2025-05-25,"39,996",Implementation,Direct
C00118,휱ト0118,2025-03-22,"3,195",Enterprise Plan,Event
C00074,휱ト0074,2025-04-08,"12,642",Add-on: Support,Referral
C00177,휱ト0177,2025-01-19,"6,488",Add-on: Support,Partner
C00036,휱ト0036,2025-07-11,"43,370",Implementation,Marketplace
C00046,휱ト0046,2025-12-11,"21,405",Maintenance,Event
C00048,휱ト0048,2025-12-04,"19,524",Implementation,Online
C00080,휱ト0080,2025-08-01,"17,401",Enterprise Plan,Referral
C00167,휱ト0167,2025-07-28,"37,421",Pro Plan,Referral
C00188,휱ト0188,2025-02-24,"41,643",Training,Partner
C00006,휱ト0006,2025-02-17,"25,270",Add-on: Analytics,Online
C00149,휱ト0149,2025-04-03,"16,254",Add-on: Support,Event
C00035,휱ト0035,2025-06-09,"45,514",Add-on: Analytics,Direct
C00112,휱ト0112,2025-04-21,"41,674",Consulting,Referral
C00117,휱ト0117,2025-09-19,"39,769",Basic Plan,Event
C00191,휱ト0191,2025-10-14,"10,960",Basic Plan,Marketplace
C00105,휱ト0105,2025-10-03,"3,517",Implementation,Event
C00042,휱ト0042,2025-01-05,"49,664",Add-on: Support,Event
C00126,휱ト0126,2025-12-26,"45,864",Enterprise Plan,Referral
C00136,휱ト0136,2025-01-31,"13,314",Consulting,Event
C00172,휱ト0172,2025-08-16,"22,324",Training,Referral
C00088,휱ト0088,2025-01-01,"30,532",Consulting,Direct
C00199,휱ト0199,2025-11-28,"16,875",Maintenance,Event
C00183,휱ト0183,2025-08-27,"16,398",Pro Plan,Event
C00086,휱ト0086,2025-10-15,"42,446",Add-on: Analytics,Online
C00189,휱ト0189,2025-09-04,"39,416",Add-on: Support,Online
C00102,휱ト0102,2025-04-18,"3,166",Enterprise Plan,Referral
C00115,휱ト0115,2025-08-29,"25,642",Implementation,Partner
C00146,휱ト0146,2025-07-19,"22,625",Pro Plan,Online
C00151,휱ト0151,2025-11-09,"3,443",Add-on: Analytics,Marketplace
C00132,휱ト0132,2025-09-21,"20,684",Training,Marketplace
C00013,휱ト0013,2025-11-13,"33,374",Basic Plan,Event
C00056,휱ト0056,2025-06-27,"4,798",Basic Plan,Referral
C00037,휱ト0037,2025-06-05,"18,351",Pro Plan,Partner
